image_path,edge_density,mean_b,mean_g,mean_r
img_000001.jpg,0.050292969,63.74829102,62.10791016,62.85083008
img_000002.jpg,0.034423828,48.68066406,52.87231445,61.53930664
img_000003.jpg,0.126708984,99.17456055,110.7746582,127.3483887
img_000004.jpg,0.026123047,30.49389648,26.61621094,29.0065918
img_000005.jpg,0.106933594,116.8366699,97.68481445,79.49560547
img_000006.jpg,0.084960938,99.91723633,98.73999023,140.2810059
img_000007.jpg,0.086914063,52.54833984,58.41918945,66.89355469
img_000008.jpg,0.225830078,140.6494141,139.7177734,158.5932617
img_000009.jpg,0.154052734,65.99243164,55.77270508,56.33959961
img_000010.jpg,0.024902344,56.4206543,55.16601563,60.17895508
img_000011.jpg,0,13.38110352,11.2902832,14.02514648
img_000012.jpg,0.197998047,160.4282227,158.251709,164.7268066
img_000013.jpg,0,35.43066406,30.5234375,34.515625
img_000014.jpg,0.053710938,103.8271484,109.3085938,127.3132324
img_000015.jpg,0.143798828,107.168457,77.28051758,65.80517578
img_000016.jpg,0.098632813,55.93164063,47.00708008,48.21899414
img_000017.jpg,0,21.51293945,18.56420898,22.04174805
img_000018.jpg,0,19.33544922,15.93774414,17.66430664
img_000019.jpg,0.190673828,191.6738281,154.171875,138.2043457
img_000020.jpg,0.172119141,67.31347656,73.33251953,97.80786133
img_000021.jpg,0.179931641,180.6508789,161.732666,165.5732422
img_000022.jpg,0.110595703,123.8103027,117.0759277,122.6057129
img_000023.jpg,0.139404297,144.5683594,131.5026855,141.470459
img_000024.jpg,0.138916016,185.0144043,183.3659668,198.5432129
img_000025.jpg,0.024414063,40.06152344,30.40332031,27.73120117
img_000026.jpg,0.037109375,47.18554688,48.86401367,56.08642578
img_000027.jpg,0.009033203,30.99389648,26.97509766,32.45507813
img_000028.jpg,0.127441406,53.86157227,58.08032227,76.45092773
img_000029.jpg,0,12.24438477,9.417236328,11.64086914
img_000030.jpg,0.100097656,48.20532227,49.58544922,54.47290039
img_000031.jpg,0.208984375,81.50488281,88.84887695,100.0219727
img_000032.jpg,0.149658203,182.512207,173.2700195,194.9685059
img_000033.jpg,0,26.0715332,21.63793945,23.27197266
img_000034.jpg,0.083251953,53.17797852,57.30737305,72.63623047
img_000035.jpg,0.063964844,76.16455078,70.00146484,76.5390625
img_000036.jpg,0.227294922,93.43920898,93.54882813,117.9516602
img_000037.jpg,0.17578125,55.84863281,49.94360352,56.64038086
img_000038.jpg,0.227294922,84.61645508,87.33349609,102.0795898
img_000039.jpg,0.02734375,75.23706055,62.48071289,60.07299805
img_000040.jpg,0.171142578,141.0700684,116.3793945,111.3635254
img_000041.jpg,0,30.02612305,24.50878906,26.14770508
img_000042.jpg,0.209228516,103.9794922,98.48681641,97.19433594
img_000043.jpg,0.060302734,96.96972656,100.6057129,106.5270996
img_000044.jpg,0.048828125,48.41430664,50.37646484,59.35400391
img_000045.jpg,0.186767578,102.9919434,111.9946289,124.0627441
img_000046.jpg,0.201660156,110.6027832,114.2961426,138.2990723
img_000047.jpg,0.139892578,225.8498535,187.3796387,163.0480957
img_000048.jpg,0.1484375,221.9936523,228.0837402,237.440918
img_000049.jpg,0.111328125,39.38574219,40.89501953,49.26000977
img_000050.jpg,0.065917969,47.91748047,44.57299805,57.22412109
img_000051.jpg,0.056396484,247.6711426,231.6523438,224.4069824
img_000052.jpg,0.036376953,30.64575195,25.93969727,30.01049805
img_000053.jpg,0.081542969,65.23168945,49.92431641,50.18408203
img_000054.jpg,0.189208984,150.6289063,159.3830566,175.0568848
img_000055.jpg,0.114746094,63.36938477,68.58398438,77.21582031
img_000056.jpg,0.141845703,130.6616211,130.0646973,143.293457
img_000057.jpg,0,25.92724609,21.25805664,23.14453125
img_000058.jpg,0.033203125,61.72900391,61.15698242,60.55859375
img_000059.jpg,0.177246094,98.79150391,102.7456055,123.3076172
img_000060.jpg,0.189453125,124.487793,104.1079102,98.75878906
img_000061.jpg,0.178955078,194.7839355,199.5114746,227.9125977
img_000062.jpg,0,27.22680664,23.07910156,25.18920898
img_000063.jpg,0.153320313,136.2307129,125.3752441,121.0014648
img_000064.jpg,0,15.74438477,12.69506836,14.78466797
img_000065.jpg,0.191894531,141.6188965,144.1660156,163.270752
img_000066.jpg,0.070068359,168.5959473,138.8701172,118.5576172
img_000067.jpg,0.171142578,52.5144043,52.05639648,65.46972656
img_000068.jpg,0.217773438,91.21118164,90.18383789,104.3823242
img_000069.jpg,0.048095703,45.71533203,47.70507813,56.41064453
img_000070.jpg,0.157226563,76.61108398,81.92602539,97.46362305
img_000071.jpg,0.025878906,113.7155762,112.2790527,114.598877
img_000072.jpg,0.14453125,83.6652832,98.66625977,127.2739258
img_000073.jpg,0.081298828,48.43823242,50.71435547,63.81762695
img_000074.jpg,0.170654297,52.52319336,46.79541016,53.30883789
img_000075.jpg,0.167236328,199.298584,204.1730957,234.1489258
img_000076.jpg,0.208007813,157.9702148,154.9150391,161.4206543
img_000077.jpg,0.01171875,41.13354492,32.37036133,30.55444336
img_000078.jpg,0.197021484,171.3857422,183.3103027,203.1296387
img_000079.jpg,0,18.34936523,20.21972656,25.70239258
img_000080.jpg,0,30.10595703,21.86083984,20.76879883
img_000081.jpg,0.053710938,61.15722656,66.35620117,77.15258789
img_000082.jpg,0.025390625,49.60766602,50.54296875,63.32836914
img_000083.jpg,0.135253906,155.9287109,146.503418,140.9394531
img_000084.jpg,0.057373047,78.61206055,68.78930664,66.85205078
img_000085.jpg,0.078369141,167.0466309,163.7089844,160.3344727
img_000086.jpg,0.173339844,115.5107422,115.597168,120.5180664
img_000087.jpg,0.042236328,55.00341797,56.27026367,69.87817383
img_000088.jpg,0.069580078,46.69946289,51.41918945,63.86767578
img_000089.jpg,0.152587891,186.4433594,151.1376953,124.1191406
img_000090.jpg,0,12.71508789,9.239746094,10.47143555
img_000091.jpg,0.014160156,30.15722656,29.7019043,36.29370117
img_000092.jpg,0.106201172,72.65966797,69.16357422,74.47216797
img_000093.jpg,0.176513672,112.4042969,100.9628906,91.62133789
img_000094.jpg,0.123535156,103.0576172,88.84155273,84.60400391
img_000095.jpg,0.118652344,70.06762695,71.94213867,93.65185547
img_000096.jpg,0.024169922,26.82568359,27.68603516,32.88037109
img_000097.jpg,0.073730469,73.64648438,65.02709961,62.39111328
img_000098.jpg,0.086669922,92.7746582,92.88745117,92.13305664
img_000099.jpg,0.043701172,46.09692383,40.47753906,43.89160156
img_000100.jpg,0.068115234,48.20263672,39.81689453,40.18725586
img_000101.jpg,0.102539063,83.19042969,74.70043945,86.78125
img_000102.jpg,0,14.04833984,11.24829102,12.89672852
img_000103.jpg,0,19.99023438,13.05273438,11.6965332
img_000104.jpg,0.066894531,70.07397461,70.32788086,76.85229492
img_000105.jpg,0.073242188,94.19921875,93.61767578,95.62744141
img_000106.jpg,0.132324219,102.1064453,77.28686523,84.37304688
img_000107.jpg,0.022705078,51.95068359,43.37255859,44.77270508
img_000108.jpg,0.033447266,51.69042969,54.1784668,70.54492188
img_000109.jpg,0.173339844,149.6118164,144.5354004,127.175293
img_000110.jpg,0.025634766,27.82592773,24.75830078,32.94262695
img_000111.jpg,0.15234375,135.6484375,136.6123047,158.9499512
img_000112.jpg,0.207763672,170.4729004,154.6464844,157.9501953
img_000113.jpg,0.108642578,62.00756836,61.24584961,75.66748047
img_000114.jpg,0,37.9387207,39.79321289,45.64160156
img_000115.jpg,0.065917969,53.41162109,44.67480469,52.35595703
img_000116.jpg,0.015869141,45.24584961,37.44580078,48.09692383
img_000117.jpg,0,21.26318359,14.88330078,14.62475586
img_000118.jpg,0.064208984,108.642334,106.9226074,124.6052246
img_000119.jpg,0.145751953,173.6850586,173.6833496,188.9416504
img_000120.jpg,0.239990234,93.29418945,98.64501953,121.8918457
img_000121.jpg,0.185302734,115.4785156,117.1640625,142.6674805
img_000122.jpg,0.048583984,112.8913574,115.8640137,117.9973145
img_000123.jpg,0.110595703,52.08740234,52.70922852,60.33618164
img_000124.jpg,0.136962891,123.9331055,128.3500977,140.3444824
img_000125.jpg,0.221435547,110.6826172,130.1721191,138.6159668
img_000126.jpg,0.071289063,75.66503906,79.74633789,88.5402832
